subtype	gisaid_epi_isl	gisaid_strain	originating_lab	submitting_lab
h3n2	EPI_ISL_19718725	A/Yunnan-Mengliandaizulahuzuwazuzizhi/1185/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19718722	A/Jilin-Hunjiang/135/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19718721	A/Hainan-Danzhou/119/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19753057	A/South Australia/2502703394/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_19753706	A/Phra Nakhon Si Ayutthaya/F450/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19753702	A/Nakhon Phanom/F430/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19753582	A/South Australia/2432806958/2024	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_19753566	A/South Australia/2435506994/2024	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_19723702	A/Algeria/339/2025	Institut Pasteur d'Algerie	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19756932	A/OSAKA/57/2024	Osaka Prefectural Institute of Public Health	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19756924	A/GUNMA/254/2024	Gunma Prefectural Institute of Public Health and Environmental Sciences	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19726033	A/Massachusetts/ISC-1142/2025	Massachusetts Department of Public Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19628517	A/Colorado/ISC-1334/2024	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19628153	A/New York/177/2024	New York State Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19661525	A/Hong Kong/3063/2024	Hong Kong Department of Health	Hong Kong Department of Health
h3n2	EPI_ISL_19661482	A/Brisbane/508/2024	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19661480	A/Brunei/177/2024	R.I.P.A.S. Hospital, Department of Laboratory Services	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19661476	A/Sydney/1351/2024	Childrens Hospital Westmead	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19661447	A/New Caledonia/31/2024	Institut Pasteur New Caledonia	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19631332	A/Oman/CPHL_7248593/2024	Central Public Health Laboratories Oman	Central Public Health Laboratories Oman
h3n2	EPI_ISL_19631328	A/Oman/CPHL_7248310/2024	Central Public Health Laboratories Oman	Central Public Health Laboratories Oman
h3n2	EPI_ISL_19597311	A/Philippines/ILI24-2331/2024	Baguio General Hospital and Medical Center	Research Institute for Tropical Medicine
h3n2	EPI_ISL_19665841	A/Distrito Federal/2422455404/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19665068	A/Austria/1779533/2024	Department of Virology, Medical University Vienna	Medical University Vienna
h3n2	EPI_ISL_19664765	A/Queensland/IN000688/2024	Pathology Queensland	Public and Environmental Health Reference Laboratories (PEHRL)
h3n2	EPI_ISL_19633040	A/Phuket/P3972/2024	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19599348	A/Shanghai-Minxing/1785/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19599344	A/Jiangsu-Hailing/11583/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19599337	A/Yunnan-Mile/2277/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19700021	A/Michigan/UM-10060277712/2024	University of Michigan, Lauring Lab, Department of Microbiology and Immunology	
h3n2	EPI_ISL_19665888	A/Distrito Federal/2426906801/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19633758	A/SHIZUOKA/88/2024	Shizuoka Institute of Environment and Hygiene	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19700714	A/Perth/1148/2024	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19700755	A/Canberra/35/2025	Canberra Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19668121	A/Philippines/1764/2024	Research Institute for Tropical Medicine, Virology Department	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19668083	A/Ghana/7375/2024	Noguchi Memorial Institute for Medical Research (NMIMR)	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19668071	A/Philippines/1957/2024	Research Institute for Tropical Medicine, Virology Department	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19668065	A/Bangladesh/3205/2024	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19668022	A/Peru/2015/2024	Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19602764	A/Cambodia/IAHC240340/2024	National Institute of Public Health	National Institute of Public Health
h3n2	EPI_ISL_19668886	A/Colorado/ISC-1494/2024	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19636057	A/Hong Kong/2938/2024	Hong Kong Department of Health	Hong Kong Department of Health
h3n2	EPI_ISL_19603024	A/Ashgabat/784S/2024	Public Health and Nutrition Center	Public Health and Nutrition Center
h3n2	EPI_ISL_19602977	A/Halmstad/SE24-16199/2024	Klinisk mikrobiologi, Hallands sjukhus Halmstad	Public Health Agency of Sweden
h3n2	EPI_ISL_19669052	A/New York/PX10077/2024	Icahn School of Medicine at Mount Sinai	Icahn School of Medicine at Mount Sinai
h3n2	EPI_ISL_19704578	A/Laos/00820-2300/2024	Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)	MORU Tropical Health Network
h3n2	EPI_ISL_19704265	A/Madagascar/81992/2024	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h3n2	EPI_ISL_19705952	A/India/Delhi-NIV24_3293/2024	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_19705934	A/India/Bib-NIV24_3096/2024	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_19705143	A/Laos/00925-1654/2024	Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)	MORU Tropical Health Network
h3n2	EPI_ISL_19674918	A/Shanghai-Yangpu/11306/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19674915	A/Zhejiang-Haining/144/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19674909	A/Shandong-Rencheng/11393/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19674894	A/Fujian-Fuan/1200/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19608547	A/Netherlands/01901/2024	Erasmus Medical Center	Erasmus Medical Center
h3n2	EPI_ISL_19676573	A/Tasmania/780/2024	Royal Hobart Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19676556	A/Fiji/206/2024	National Centre for Scientific Services for Virology  and Vector Borne Diseases	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19674907	A/Hunan-Yuhua/11730/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19674898	A/Beijing-Fengtai/1220/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19642838	A/India/Gang-NIV24_2689/2024	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_19642630	A/Gwangju/4088/2024	Korea Disease Control and Prevention Agency (KDCA)	Korea Disease Control and Prevention Agency (KDCA)
h3n2	EPI_ISL_19676852	A/KANAGAWA/IC2408/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19676675	A/TOKYO/EIS11-161/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19644039	A/Qatar/83304/2024	Supreme Health Council	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19644020	A/Firq/7245406/2024	Central Public Health Laboratory, Ministry of Health	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19611307	A/Ecuador/NIC-0217-6103/2024	Instituto Nacional de Investigacion en Salud Publica (INSPI)	Instituto Nacional de Investigacion en Salud Publica (INSPI)
h3n2	EPI_ISL_19678568	A/Niger/9398/2024	Centre de Recherche Medicale et Sanitaire (CERMES)	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19678566	A/Niger/141/2024	Centre de Recherche Medicale et Sanitaire (CERMES)	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19678553	A/Hong Kong/9740/2024	Government Virus Unit	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19678543	A/Niger/043/2024	Centre de Recherche Medicale et Sanitaire (CERMES)	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19681041	A/England/5221145/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h3n2	EPI_ISL_19680563	A/South Africa/R08791/2024	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
h3n2	EPI_ISL_19648354	A/Peru/LIM-INS-228/2024	Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud	Instituto Nacional de Salud Peru
h3n2	EPI_ISL_19648338	A/Peru/LIM-INS-212/2024	Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud	Instituto Nacional de Salud Peru
h3n2	EPI_ISL_19649440	A/France/ARA-HCL024199710901/2024	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires, France SUD
h3n2	EPI_ISL_19649434	A/India/Pun-NIV24_2581/2024	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_19616599	A/TOKYO/EIS11-075/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19652394	A/Catalonia/NSVH102484523/2024	Hospital Universitari Vall d'Hebron	Hospital Universitari Vall d'Hebron
h3n2	EPI_ISL_19686042	A/Saskatchewan/SKFLU409526/2024	Roy Romanow Provincial Laboratory	Saskatchewan Health Authority
h3n2	EPI_ISL_19685434	A/Netherlands/10641/2024	National Institute for Public Health and the Environment (RIVM)	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19685422	A/England/173/2024	UK Health Security Agency - Colindale	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19685404	A/HongKong/2743/2024	Government Virus Unit	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19685402	A/HongKong/2725/2024	Government Virus Unit	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19687842	A/CoteD'Ivoire/4452/2024	Pasteur Institut of Côte d'Ivoire	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19687841	A/CoteD'Ivoire/4460/2024	Pasteur Institut of Côte d'Ivoire	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19687239	A/Slovakia/uvzsr-896/2024	Public Health Authority of the Slovak Republic	Comenius University Science Park
h3n2	EPI_ISL_19687015	A/Dakar/034/2024	Institut Pasteur de Dakar	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19690944	A/CoteD'Ivoire/4365/2024	Pasteur Institut of Côte d'Ivoire	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19690032	A/Bangkok/P8/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19657968	A/Espirito Santo/12251/2024	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
h3n2	EPI_ISL_19628030	A/Michigan/117/2024	Michigan Department of Community Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19692390	A/Singapore/KK2517/2024	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_19595994	A/Vietnam/PF124444/2024	Bach Mai Hospital	Bach Mai Hospital
h3n2	EPI_ISL_19529842	A/Netherlands/01813/2024	Erasmus Medical Center	Erasmus Medical Center
h3n2	EPI_ISL_19497986	A/Hong Kong/2712/2024	Hong Kong Department of Health	Hong Kong Department of Health
h3n2	EPI_ISL_19464338	A/Netherlands/10633/2024	National Institute for Public Health and the Environment (RIVM)	National Institute for Public Health and the Environment (RIVM)
h3n2	EPI_ISL_19466540	A/Colorado/ISC-1271/2024	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19500844	A/Queensland/IN000455/2024	Pathology Queensland	Public and Environmental Health Reference Laboratories (PEHRL)
h3n2	EPI_ISL_19567669	A/Philippines/OBI24-0018/2024	Research Institute for Tropical Medicine, Virology Department	Research Institute for Tropical Medicine
h3n2	EPI_ISL_19566816	A/England/4360365/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h3n2	EPI_ISL_19567699	A/Chiang Rai/F2483/2024	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19504980	A/TOKYO/EIS10-725/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19504969	A/TOKYO/EIS10-797/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19504968	A/TOKYO/EIS10-763/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19437631	A/TOKYO/EIS10-564/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19437511	A/Hong Kong/2506/2024	Hong Kong Department of Health	Hong Kong Department of Health
h3n2	EPI_ISL_19539152	A/Utah/66/2024	Utah Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19572459	A/Tak/F1279/2024	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19539647	A/TOKYO/EIS10-946/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19543634	A/Queensland/IN000672/2024	Pathology Queensland	Public and Environmental Health Reference Laboratories (PEHRL)
h3n2	EPI_ISL_19543588	A/Queensland/IN000618/2024	QLD, Sullivan Nicolaides Pathology	Public and Environmental Health Reference Laboratories (PEHRL)
h3n2	EPI_ISL_19445356	A/Colorado/176/2024	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19545431	A/Sao Paulo/IAL/357980311/2024	Instituto Adolfo Lutz - National Influenza Center	Instituto Adolfo Lutz
h3n2	EPI_ISL_19545394	A/Mato Grosso do Sul/IAL/500907801/2024	Instituto Adolfo Lutz - National Influenza Center	Instituto Adolfo Lutz
h3n2	EPI_ISL_19447538	A/Ranong/D526/2024	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19516343	A/Bono/FS-24-4458/2024	NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH	Noguchi Memorial Institute for Medical Research (NMIMR)
h3n2	EPI_ISL_19516191	A/Ghana/FS-24-5119/2024	NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH	Noguchi Memorial Institute for Medical Research (NMIMR)
h3n2	EPI_ISL_19388754	A/Hong Kong/2468/2024	Hong Kong Department of Health	Hong Kong Department of Health
h3n2	EPI_ISL_19519636	A/France/IDF-RELAB-IPP09736/2024	Institut Pasteur	Institut Pasteur
h3n2	EPI_ISL_19519620	A/France/GES-RELAB-IPP09400/2024	Institut Pasteur	Institut Pasteur
h3n2	EPI_ISL_19421290	A/Dominican_Republic/1079/2024	Laboratorio Nacional de Salud Publica Dr. Defillo	Laboratorio Nacional de Salud Pública Dr. Defilló
h3n2	EPI_ISL_19587021	A/Louisiana/09/2024	Louisiana Department of Health and Hospitals	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19586930	A/Pennsylvania/286/2024	Pennsylvania Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19554760	A/France/BFC-RELAB-IPP12102/2024	Institut Pasteur	Institut Pasteur
h3n2	EPI_ISL_19456832	A/Netherlands/01800/2024	Erasmus Medical Center	Erasmus Medical Center
h3n2	EPI_ISL_19588820	A/Minas Gerais/12121/2024	FUNED MG	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
h3n2	EPI_ISL_19458283	A/South Australia/192/2024	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19458229	A/South Australia/145/2024	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19493371	A/Victoria/2409/2024	Austin Health	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19495365	A/Bangladesh/2003/2024	icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19495332	A/Colorado/178/2024	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19429928	A/Senegal/IPD-3052/2024	Institut Pasteur de Dakar	Institut Pasteur de Dakar
h3n2	EPI_ISL_19561168	A/Tasmania/757/2024	Royal Hobart Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19529570	A/France/GES-RELAB-IPP11502/2024	Institut Pasteur	Institut Pasteur
h3n2	EPI_ISL_19529542	A/France/IDF-RELAB-IPP10382/2024	Institut Pasteur	Institut Pasteur
h3n2	EPI_ISL_19463979	A/TOKYO/EIS10-649/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19463973	A/TOKYO/EIS10-625/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19373767	A/Chongqing-Yongchuan/519/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_19322716	A/Netherlands/01702/2024	Erasmus Medical Center	Erasmus Medical Center
h3n2	EPI_ISL_19357130	A/Hong Kong/2293/2024	Hong Kong Department of Health	Hong Kong Department of Health
